Unnamed: 0,urlDrugName,rating,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview
3833,lumigan,8,Considerably Effective,Mild Side Effects,glacoma,"control glacoma; since drug was so expensive, eye doctor started me out with sample drops. Drug was being used to stem the development of glacoma.",treatment was only to right eye; lashes got noticeable thicker,"drop in right eye nightly; appears to be controlling the development of glacoma
My glacoma was hard to diagnose because the cornea was thicker than the norm and the normal puff test gave incorrect readings for several years. I had been diagnosed with type 2 diabetes in 2002 when my weight had reached 397 poounds.  I had also been diagnosed with adult onset asthma when we moved to Oregon in the early 90's.  With the type 2 diabetes, my Dr recommended that I consider gastric bypass surgery which was done at OHSA, Portland OR in October 2002.  My A1c tests started showing normal in 6 months and have remained so since then.  My Dr in Portland had told me to always get my eyes checked by an Opthamologist because of the long term effects of the asthma drugs I had been taken as well as diabetes."
407,restasis,6,Moderately Effective,No Side Effects,sjogren's syndrome,"The drug is supposed to help decrease tear production. My eyes are still dry and get irritated easily. However, they are better than before I started the drug. On the ocassions when I have stopped using it for 2-3 weeks, my symptoms worsen, so it does appear to be helping.",There were no noticeable side effects to this drug.,I insert 1 drop of Restasis in each eye morning and evening. In between I use preservative free artificial tears as needed.
2418,synthroid,3,Marginally Effective,No Side Effects,"papillary, follicular, tall-cell variant cancer","None-Well, my TSH is only .02, but my thyroglobulin levels are elevated as well as antibodies. So...MAYBE this helped keep the cancer down (over the years I've had multiple I-131 treatments, 33 IMRT or external beam radation treatments, and multiple surgeries to the neck region. The drug does NOT seem to help with the symptoms that were evidence since realizing I had thyroid cancer.",,"The drug does NOT seem to help with the symptoms that were evidence since realizing I had thyroid cancer, but the blood test results seem good."
3442,tazorac,6,Moderately Effective,Moderate Side Effects,adult acne/wrinkles,After skin finally healed - treatment areas were improved.,My skin became very red and dry and was difficult to cover-up while it was healing.  Skin also became itchy as it was dry and tight.  My skin is normally very resilient and I get chemical peels and use Obaji products.,I applied a pea size amount nightly to my face.  The gel was greasy and does not dry like a lightweight gel.  My RX Insurance did not cover any amount of the product - I had to pay full price for the prescription.
153,nizoral-shampoo,9,Highly Effective,No Side Effects,dandruff,Skin irritation and dandruff were eliminated after third use.,none,"Shampoo twice a week for at least three weeks. Apply on wet hair, massage with fingers and leave a product on the skin for about 5-10 minutes, then wash off with warm water. Do not use any conditioner after washing."
3655,retin-a,6,Marginally Effective,Mild Side Effects,wrinkles,My skin looked a little better but no significant improvement in wrinkles.  I  called the company and they said I should try it every second night.  I did that for a few months and did not get any result.  No peeling and flacking and still no significant difference in my wrinkles,Peeling and flaking.  Also my skin became red if I went  was outdoors even with sun block,In the evenings I was to wash my  face and  wait 20 min. after that I was to  apply pea size to face making sure I did not apply to much.
1009,fentanyl,8,Moderately Effective,Mild Side Effects,chronic pain due to neck injury and surgeries,Pain reduction at a controlled rate over 72 hours,"Local irritation due to the adhesive,dry mouth,mild constipation,mild memory loss,slowed motor responses",Medication delivered by 2 topical patches of 100 and 25 mcg.patches changed every 72 hours.They were used in conjunction with 15 mgs of MSIR as needed up to twice daily for breakthrough pain.I was also prescribed 8 mgs.of Zanaflex at bedtime along with Elavil to treat the depression commonly associated with Chronic health conditions.
280,xyrem,2,Ineffective,Mild Side Effects,"unrestful sleep, narcolepsy?",I sometimes wake up refreshed although with xyrem I only sleep for about 5 hrs every night,Night sweats. waking up too early. Getting unrefreshed sleep every other night,"I have been taking Xyrem for about 2 months. I sleep about 5 to 5 1/2 hours every night. I wake up between 3 to 3 1/2 hour after the 1st dose and then I sleep for about 2 to 2 1/2 hours after the 2nd dose and am unable to fall asleep. The weirdest thing is that I get a refreshing sleep every other day. On the days that I wake up exhausted, I am barely able to make it through the day and am hungry all the time. The next night, I usually sleep well and have a better day there after. I am going to stop taking it and I am going to explore other options such as Rozerem or Trazodone"
3897,dispermox,9,Considerably Effective,No Side Effects,fever and tonsilitis,The treatment benefit was that my fever went down. My tonsilitis was also cured. After seven days or even less I was already feeling better. One benefit is that the cure can be taken orally with no downtime. It did not cause any side effects but sped up my recovery.,"I did not experience any adverse effects when I took this drug. The only effect that I experienced was that it made my fever go down and cured my tonsilits. However, I know of people who do not react well with Amoxicillin and  are allergic to it. I do not know what sort of adverse effects they might have experienced.",My doctor prescribed Amoxicillin 500 mg. I had to take this three times a day for seven days. I had to take it with paracetamol which reduces fever. I took each the Amoxicillin and paracetamol together with a meal. I took them in the morning for breakfast. I took the next one at noontime during lunch. And I took the third one in the evening at dinner.
4127,chantix,10,Considerably Effective,Mild Side Effects,to help quit smoking cigarettes,"I was able to quit smoking 2 1/2 yrs ago.  I had smoked 2 1/2 packs of menthols for 35 years.  No one,including me, thought I could ever quit.  The Chantix kept me from feeling any withdrawal from nicotine and made it so smoking didn't give me the ""boost"" it had.  There became no point in smoking.  I kept the last prescription to take ""PRN' when in certain situations.  It also took a little mental work.",Only one I noticed was waking up feeling like I'd had bad dreams.  I didn't realize it was a side effect until reading about it later.  A few bad dreams was well worth the results.,"You take 1/2 dose pills for maybe a week in the starter pack.  Then move to full strength.  Take 1 in the morning and one in the evening or late day.  Try to establish a ""quit"" day before starting.  I didn't.  I used it for 2-3 weeks while I tapered down and worked on the psychological aspects.  After 2 days of only having 1 cig a day, I stopped.  After 4 months, my insurance no longer paid.  I needed longer and paid full price.  I used my last box PRN.  When I'd be in an evening situation where I thought it might be difficult, I'd take one a few hours before going and it would work.  Taking only 1 in the daytime did NOT result in the bad dreams.  I ended up with a few pills left over.
Note: - If you received an incomplete rating from me just before this one - it's because I use Vista and your form disappeared while I was typing...."
400,lantus,9,Highly Effective,Mild Side Effects,insulin dependent diabetes mellitus,"I experienced markedly improved fasting blood glucose levels, and greater stability of blood sugar before and after meals.  I had found with other treatment options, such as the insulin pump and the nph insulins that my morning blood sugars were always high, even with increased dosages.","The only side effects were increased weight gain and increased hypoglycemia in the late evenings/early mornings.  The side effect is because Lantus has a 22 hour duration after injection and as a result whenever I experience a greater than usual amount of activity, my insulin sensitivity increases dramatically.","Treatment consisted of a morning and evening dose of lantus split up as 30 units in the evening and 15 units in the morning.  It took approximately two years of playing with the dosage amounts to find this as the ""best fit"" as all dosages either resulted in extremely low evening blood sugars or extremely high morning blood sugars.  Also, changes in activity result in severe blood sugar swings as well."
1607,coreg,10,Highly Effective,No Side Effects,cardiomyopathy,"Ejection Fraction increased from 27% to 55% over period of 8 years. No longer have chest pain, congestive heart failure, difficulty breathing, can do almost anything I want to.",There was at least a six months adjustment period as the medicine was slowly increased.  I had to learn my limits in activities and stict to them.  No medicine works wonders without FAITH.,Began with 3.25 mg dosage taken 2 times a day for two weeks.  Then doubled the mgs each two weeks thereafter until up to 25 mgs two times a day.
1508,metoprolol,10,Highly Effective,Mild Side Effects,tachycardia,I have very few racing heart episodes since I have been on this medication.,"The side effect has been a slight decrease in my metabolism. I gained 5 pounds within 3 weeks of starting the medication. But, the benefit greatly outweighs this minor side effect. A purposeful increase in daily exercise has helped to prevent further weight gain.",I take one 50 mg pill once per day with food or milk.
1490,metrogel,1,Ineffective,No Side Effects,bacterial infection,"There was an inital reduction in symptoms however in the end the treatment was not effective. The condition was eventually cleared up with Vandazole gel, which did work.",,"At my annual exam the condition of vaginal bacteria was discovered. The doctor prescribed Metrogel which I took for 5 days in the evening at bedtime. The symptoms resumed within 1 day of completing treatment. A re-visit to the doctor resulted in a prescription for Vandazole gel, which did work."
506,paxil-cr,5,Moderately Effective,Severe Side Effects,anxiety/panic attacks,Controls the anxiety and fear of being without breathing.,"GAIN WEIGHT (60 pnds) fron 125 lbs to 180 lbs (5'4""). Lazyness, sugar and candy cravings, depression form gain weight, sleep a lot, no concordance, No sex, confussion, nightmares, moody, constinspation at the begginng, face breakouts, intolerance, short of breath, headeach..among others.","Begginng dose: 25 mg for 1.5 yr.(may 08 to dec 09).

Dec 09: want 2 have bbs..so I talked 2 my Doc and I start with 12.5 this week (dec 7, 09). To end the process.

If I can turn back time..OMG..I used alternative treatments..no drugs.."
1755,topamax,5,Considerably Effective,Severe Side Effects,seizure/migraine,"I was prescribed this medicine by my neurologist who prescribed it to treat both seizures and migraine headaches. The medicine was very effective. In the 6 month period I was on the medicine, I only experienced 3 seizures compared to my normal 3 a week. Migraine headaches were also reduces, only apparent if triggered by something severe.","soda tasted horrible, and I had an extreme loss of appetite. No matter how badly I wanted to I was unable to eat more than a few bites of food. This caused me to lose 25 pounds, dropping me to 5'6 and under 100 pounds. Worse than the effect on my diet was how it effected my cognitive processes. I became unable to think clearly. Solving problems in my head was nearly impossible. Complete loss of focus and concentration. Extreme forgetfulness. Inability to structure sentences properly.  Very emotional, which is highly uncharacteristic of me.","While the medicine was successful in treating both seizures and migraines, being a college student the side effects became too unbearable to continue the medication. My grades began to slip, and discontinuing the medication became necessary."
2052,prempro,10,Highly Effective,No Side Effects,"crashing fatigue, hot flashes, mood swings","On day two of taking prempro at 5pm, I felt the extreme crashing fatigue and weakness go away! I felt a calmness in my nerves and I no longer had hot flashes, my skin was actually cold to the touch. The underarm body odor that had occured out of nowhere, so bad I had to wear my husbands deoderant, that also went away immediatly. Energy level increased and the all over illness I felt went away.  Thank God!","So far no side effects at all, none.",I take 1 pill at about 6 pm in the evening.
1683,claritin,5,Moderately Effective,Mild Side Effects,alergy,"The medication did provide some lessening of allergy symptoms.  It helped my nose not to water as much.  However, I still had congestion and some days where my allergies were quite uncomfortable.  It seemed the effects lessened as time went on so the medication was less effective than at the beginning. Also my eyes still itched.  My throat also itched.","I suffered from a dry throat, sore throat, and stuffy nose.  My nose seemed to get too dry.  But it still felt congested.  It just didn't run as much.  Also, my bronchial tubes had a hard time dilating at times and I wheezed.  It did not lessen my asthma symptoms even though I didn't have bouts of asthma on a regular basis. I don't think I had any other side effects.","I took the pills every morning and night, about twelve hours apart between doses.  the medication did not keep me awake or make me jittery. The medication also did not make me drowsy like some other allergy medications.  The medication, however, did not always relieve my symptoms.  I ultimately tried another medication to see if I could get better results.  I also had to use an inhaler for wheezing since the medication did not help that symptom."
1816,humira,10,Highly Effective,Mild Side Effects,rheumatoi arthritis,amazing within 48 hrs virtually no pain,the only problem for me has been that colds tend to turn nasty and last a lot longer i always have the flu jabs now,"i have been using humira for about 4 years every 2 weeks,i took it alongside methotrexate haven't taken methx for about 3 years now dont need it if i catch a cold i delay injecting until i feel better,have missed up to 2 injections and not had bad joint pain.just wish i had started it sooner i perhaps wouldn't have the deformed hands that i have now"
3798,metformin-extended-release,10,Highly Effective,No Side Effects,diabetes,The drug significantly lower my blood glucose level. Currently my blood glucose runs an average of 115 with some days below 90.,Although it is supposed to have a side effect of diarrhea I have been fortunate.  I make sure I take with food.  Sometimes if I dont have enough food on my stomach it may cause some upset but nothing terrible.  Otherwise I have not had any other side effect.s,I take one tablet in the morning after or with my breakfast.  So far no additional dosage is required.
949,betamethasone,10,Highly Effective,No Side Effects,"itchy, red, irritated skin",Immediate relief and full recovery within 1 week.,,"I had been suffering from repeated yeast infections that I hadn't been able to cure on my own with traditional store-bought treatments. After over 2 months of chronic scratching, the skin of my outer vulva was red, sore and still outrageously itchy. My gynaecologist prescribed Betaderm to be applied twice daily for 2 weeks, and it worked amazingly well with no side effects."
1671,pepcid,7,Considerably Effective,No Side Effects,hives,"The famotidine has pracically eliminated the hives in conjunction with the Doxepin. I am now down to 20 mg of famotidine a day - I just take it in the evening. The next step will be to start taking it just every other day until I am off it completely. We'll monitor the hives alont the way, of course.",,Please see treatment benefit answer.
1701,retin-a-micro,3,Considerably Effective,Severe Side Effects,cystic acne,"I didn't get any blackheads, and my cystic acne was considerably reduced. If a I started getting a giant underground pimple, it would clear up in a week. Without treatment, it could take a month or two to go away.","Extremely dry skin - flaking and patchy around mouth and chin. Although the peeling wasn't as bad as with regular Retin-A, the redness and flaking skin affected my appearance.  My skin is too sensitive and I could not consider using this product on a long term basis.","After washing my face in the evening before bed time, I would apply a thin layer."
2119,renova,7,Considerably Effective,Severe Side Effects,melasma,"Faint pigmentation started to disappear after ten days of use, and dark ones continued to become lighter.  Overall, skin became smoother and lighter after cleansing.","Sever redness and scaling occurred especially around the chin and the cheek, which could not be covered with makeup.  Mild itching sensation was a little disturbing to focus at work.","Applied at night, after cleansing the face, more than thirty minutes before going to bed.  Used ~1 cm of the cream for entire face and neck, followed with 4% Hydroquinone solution.  When swelling occurred, application was omitted until it disappears, which usually took place in 24 hours."
1525,fluvoxamine,10,Highly Effective,No Side Effects,"ocd, bipolor disease","Stopped suicidal thoughts, stopped my constant worrying , my mind felt at peace for the first time in my life",wt. loss at first,took about 2 weeks to work and then the results felt miraculous as the constant suicidal thoughts gradually disappeared.
3415,aricept,2,Marginally Effective,Severe Side Effects,alzheimer's,There seemed to be some mild improvement in alertness once he went onto the stronger (10 mg) version of the pill. There was no noticeable improvement in mood which was a disappointment.,"He had fairly severe nausea, diarrhea and cramps almost immediately after switching to the higher does of Aricept. The side effects were so severe, the medication had to be discontinued.","He started out with the introductory dose (5 mg) and then graduated to the full dose (10 mg). When the side effects became a problem, he was put back down to the introductory dose, but the side effects continued, and we saw no real benefits from the drug. (We recently switched him to the Namenda patch which he seems to be tolerating.)"
2919,tramadol,1,Ineffective,Extremely Severe Side Effects,"osteochondral injury of the talus, left ankle","I had no benefits from this medication, if anything it added more problems for me. It never once relieved my pain in my ankle. Darvacet helped my ankle more then this medication. Even though I was switching because Darvacet was losing its effectiveness it would have been tons better to stay on Darvacet for all the bad Tramadol did for me.","My whole body ached I had severe stomachaches and headaches. I turned into a zombie all I did was stare at the wall. It would make me dizzy and at times I wouldn't know where I was at. I was scared to be on it, but I wasn't in my right mind to be able to take myself off of it. I took a blade one night and slashed both my arms up and hid the fact that I did it. I started to take myself off the medication. When I was able to think straight I admitted to people I know what I had done to my arms. Other then my ankle pain I felt 100% better off of Tramadol. I believe that if I were to stay on Tramadol I would have done something much worse. Since being off of this medication I realize how that person then wasn't me. That scared me more then anything ever. Doctor's need to monitor patients much more closely on Tramadol. I can't imagine that there are a lot of people with my reaction to it but I can't imagine even one other person having an adverse reaction like I did.",I had an ankle accident at a job. I had this injury for a long time.There isn't much that can be done for it. So I will be on pain medication for the rest of my life. I had taken Darvacet for about 6 years before it lost its effectiveness. Tramadol was only the second pain medication I had ever tried. My doctor thought it would help me. I had never heard about it before. I never once thought I would have such a bad reaction to it. After taking almost 8 Darvacet a day I was ready to try anything else. I just wish for people to be very careful with Tramadol I don't want anyone else going through what I did.
945,dysport,3,Marginally Effective,Moderate Side Effects,brow wrinkles,"There was a slight softening of the verticle wrinkles between my eyebrows, or ""11"" lines, but not the degree of change I was looking for, or had been suggested was possible by my physician, even after the second treatment.",I had severe black eyes and brusing after first round of injections and loss of the eye lid crease in my left eye. The bruising took two weeks to completely clear and the lost lid crease never completely returned to normal so is being monitored by my physician and the manufacturer of the Dysport since this was an unusual outcome.,Injections were adminsitered by a board certified opthamologist and plastic surgeon who has specal training with this product and instructs other physiians in its use.  She couldnot explain my poor outcome other than to say I had very reisistant muscles and the furrowing was very deep.
2850,albuterol,9,Considerably Effective,Mild Side Effects,bronkitis,there were very few side effects plus after 3 days I was able to breath again.  It did take at least seven days before I could breath properly all the time. I did finish all the medication as my dr. prescribed.,I had dry mouth that no amount of liquid intake appeased and I had trouble sleeping but Im not sure that was the medication or the fact  that I had a problem breathing which could keep me up.,"I was to take a pill in the morning and the evening. It did not matter if I ate food or not. however, I was feeling dry both in my body and in my mouth. I was not sleeping well."
1858,augmentin,8,Highly Effective,No Side Effects,phneumonia,When I started taking the Augmentin I was ill about 3 weeks. After the treatment infection is gone. Augmentin worked after other antibiotics did not.,No side effects.,Infection cleared up about 3-4 days after I finished. My 55-years-old father successfully recover from phneumonia by means of Augmentin too. He has no side effects too.
1322,prevacid,10,Highly Effective,No Side Effects,stomach ulcers,"After approximately two weeks of first using Prevacid, I noticed significant improvement in my symptoms.  Within 2 months, the symptoms had completely been resolved.",No side effects at all.,"I began experiencing serious stomach pains and persistant diarrhea.  Friends and family suggested that I had irritable bowel syndrome and I thought I would just have to deal with it.  My symptoms progressed to the point that I was barely eating and had lost a significant amount of weight.  I consulted with a gastroenterologist who performed an endoscopy.  I was diagnosed with multiple stomach ulcers and was prescribed Prevacid 15 mg capsules to take once daily.  Within 2 weeks of taking the medication, I started to notice improvement in my ability to eat certain foods.  Within one month, I could eat practically anything with only an occasional onset of symptoms.  After 2 months, I was no longer having any problems.  My doctor recommended that I continue taking the medication and I did so for approximately one year.  I have had no problems since discontinuing the medication so it definitely resolved the problem."
2883,avita,6,Moderately Effective,Mild Side Effects,aging skin,The treatment benefits was better looking healthier skin,"Treatment side effects included dryness, itchiness and sensitivity to the sun",I applied this cream to my face every other day at night as recommended by my dermatologist who prescribed teh cream.  I noticed tightening up a few minutes after applying.  My skin did seem to look a bit better but I stopped suing the cream becasue I was afraid of any other possibly as yet unknown side effects.
3308,zoloft,10,Highly Effective,Mild Side Effects,anxeity,"I would have wondering thoughts, like way to often, just thinking about the best ways to improve my lot in life, until it started to consume me to much. So I sought help, the main problem was sleeping, my thoughts would race so hard, that I could not sleep, this drug put my thoughts in check, allowing me to sleep soundly.","Side effects are not a big deal.. I mean mainly it caused me to take longer ejaculating more then anything, so that�s really the only side effect I had, so for me it wasn�t that big of a deal, since I can go without out sex for like the longest, didn�t bother me at all. But even so after your body becomes adjusted to Zoloft, that side effects eventually just leaves.","Well I went to see a doctor and talked about my situation, and for the first three visit, she just talked to me, then after the 3rd visit, she decided it would be a good idea to put me on Zoloft. I was hesitant at first, but after two more visits, I decided to give it a shot, and wow it did the trick for me, my depression immediately left, and I am able to function a lot better then I was prior to the meds. so I have really know complaints about zoloft."
3522,lunesta,7,Considerably Effective,Mild Side Effects,insomnia/difficulty sleeping,"I was finally able to easily fall asleep and for the most part remain asleep for the entire night. The sleep was more refreshing and I woke up without the typical sleeping pill ""hang-over"".  Even while falling asleep you I didn't feel like I was all of a sudden blind-sided by a brick wall and forced to sleep.  This feels much more natural and real than other medications I have tried.","At first, very vivid and biazarre nightmares and dreams.  These gradually became less severe and less violent or frightening and now I dream normally (for me) and have no other side effects that I have become aware of yet.","The Lunesta was prescribed to me by my nephrologist as a part of treatment for continued insomnia.  This has been a long term problem and in the past I have tried Remeron (which should be banned...horrible side effects and hangovers), Ambien, which is also very good and Ambien CR...that was wonderful.  Currently I am happy with this treatment."
1011,estrace,9,Considerably Effective,No Side Effects,menapause,no hot flashes and decrease in night sweats,none,one tablet in the AM
1855,augmentin,7,Highly Effective,Severe Side Effects,"sinusitis,quinsy","my throat was better.  My headache started to pass away quite fast. At the end of the third day, with the help of the other medication I took during the treatment, I was healthy and could go to work.","It was really hard for me to fall asleep during the treatment. And I felt dizzy. My sister had also taken Augmentin (22 years old),  but she had to stop using it after the first tablet because her skin was red and puffy all over. It lasted for 4 days.",I was taking 2 1000 mg tablets a tablets a day . I was also taking Clarinase to releave congestion  . The insomnia like side effects I encountered may be because of clarinase.
588,acyclovir,10,Highly Effective,Mild Side Effects,cold sore below lip,"A very bad and large cold sore started to slowly go away immediately when started.  I started it because my cold sore wasn't going away and getting way worse.  So I was prescribed 200mg 4x a day, for 10 days.  Which it immediately kept the cold sore from getting worse. I was give another same perscription and kept taking it, then my doctor wouldn't give me any more, even though it was showing improvement.  So, I found that I could order it online, and it directed me to take 1600 mg during outbreaks, so I did.  And it started healing, and now after almost a month it's almost gone.  This cold sore didn't break the surface, but was getting larger so this medication was a life saver.","Slight headache, in the scalp area and forhead, but very slight.","Instead of taking the whole 800 mg tablet, I took 400mg (half) then the other half about an hour or so later.  So, 1600 mg a day was very effective, and work miraculously.  I believe this will keep me from getting any cold sores, I'll drop down to 800mg daily once the cold sore is totally gone."
3005,cipro,9,Highly Effective,Mild Side Effects,kidney infection,I had a kidney infection with a very high fever.  Cipro reduced the fever from 104.2 to 97.6 within 5 or 6 day/cured the kidney infection..,"I threw up the first dose, which was two tablets,approximately one hour after taking it.  I also experienced headaches for one to two hours after taking the cipro  for first few days.  Other than that, I just kept getting better, day by day.","I took 2 tablets, then I took 1 tablet twice a day after eating.  I also drank lots and lots of water and cranberry juice. After approx. 5 days, I no longer had side effects and the fever was gone.  I actually felt perfectly fine after about 6 days or so."
348,neurontin,1,Ineffective,Extremely Severe Side Effects,"chronic pain, fibromyalgia",Non that were apparent.,I had a bipolar event.  Mood improvement to hypomania to mania over a period of 2 weeks.  Then a crash to sobbing and suicidal ideation 3 days later.  This happened when I started on 300 mg/day after 2 weeks.  No prior history of bipolar illness.,"Started at 100 mg/day, upward to 300 mg as tolerated."
2484,ziac,8,Considerably Effective,No Side Effects,high blood pressure,It lowers blood pressure from 100/150 to 85/130 and it also helps eliminate excess  fluids which made me very bloated. Now when I wake up in the morning my eyes are not that swollen. Also my heart seems to work without much effort. Before I felt my heart pumping hard and now I can't hardly feel it.,None that I can tell.,I take 1 pill of 5 mg every night before going to bed.
1170,nuvigil,6,Highly Effective,Severe Side Effects,shift work sleep disorder,"Extremely effective for staying awake.  No jitters, just plain awake.  Puts you in a great mood too, but definitely not high.","ACNE.  Horrible acne that starts deep in the skin and comes in clusters.  I never had acne before this.  I stopped this drug a few times, and the acne cleared up immediately.  I have to find something to clear this up, or I will have to stop taking it for good.  I started acne drugs listed above with no effect.  This is terrible, Nuvigil works so good, but my skin looks dreadful.  Clusters of gross looking acne, each is a big bump of different sizes.","Works great, but acne is terrible"
3225,nuvaring,1,Ineffective,Severe Side Effects,heavy period,My bleading slowed.,"My peroid lasted 9 days.  My personality also changed, I was very irritable and angry.",Used for heavy bleading due to fibroids.
4067,mobic,3,Ineffective,Moderate Side Effects,neck pain from car accident whiplash,Hard to judge whether or not it was actually reducing the inflammation.  I was taking it while undergoing physical therapy which seemed at times to exacerbate the pain from the whiplash.,"Even though I took Mobic as directed with food and/or milk, it made me extremely nauseous, which was more debilitating to me than the whiplash pain I was experiencing.  I stopped taking it after 1 week and was immediately no longer experiencing nausea.","My dotor precribed this for treatment of whiplash follwing a car accident.I was doing physical therapy exercises twice a week and taking 1 Mobic pill, 2X daily with food."
575,lithium-carbonate,8,Highly Effective,Mild Side Effects,manic depression,"Highs and lows of emotions were evened out.  Able to get through difficult crises without ""falling apart"".","Good side effect of being able to sleep better.  Have used it since for this reason.  Also helped with ""restless leg syndrome"".  Somewhat negative side effect that happy emotions were also muted.",Was given a small initial dosage.  Blood levels were checked weekly with the dosage being increased until the doctors decided the proper level needed was reached.
651,seasonique,4,Highly Effective,Moderate Side Effects,migraine + birth control,I had been on Quasense (a generic for a different type of extended BC) and liked it a lot but I noticed when I would go off the pill (for period) I would get extreme migraines when my hormones fluctuated.  Switched to Seasonique since there are hormones in the last week of pills which my doctor thought might reduce headaches.  Nope.  After the first three months I had my period and had the same terrible migraines.  I gave it three more months but had the same results.  The good news?  Not pregnant.,"I experienced a number of side effects without even connecting it to the pill.  Once I read about all the side effects online it was an ""ah ha"" moment.  Weight gain --I am a runner and eat well and I have gained 10 pounds in six months.  I workout 5-6 times a week and didn't change my diet and couldn't figure it out.  I look forward to losing those extra lbs!  Acne --TERRIBLE acne.  I've never had a problem with my skin and my face exploded.  I had big cysts on my cheeks.  I also experienced night sweats.  I cannot recommend Seasonique.",One pill a day at the same time each day.
597,vicoprofen,7,Considerably Effective,Mild Side Effects,oral infection,"The benefits to the treatment was temporary relief of pain due to unknown infection in jaw area. Though no other drugs were taken to address the infection, the prescribed drug did alleviated the pain until the condition improved. Eventually a root canal was performed and I received a second prescription.","The only noticeable side effect was that I became drowsy when taking the drug and  had to lay down throughout the day.  As I was unable to work under these conditions,  I did not have to perform usual task, therefore it is hard to measure what I would or would not have been able to do while taking the pain killer.","I went to my dentist complaining of immense pain and swelling in my jaw area.  An x-ray was performed and nothing could be detected.  However, due to my symptoms, Hydrocodone/Ibuprofen was prescribed.  I was sent home with a follow up visit  scheduled.  The swelling and pain decreased within a few days, I discontinued taking the drug and I was able to continue normal activities.  However, approximately a week later the symptoms returns and I returned to dentist.  This time the x-ray revealed a need for a root canal. I continued to use the remaining tablets until my root canal, when I received a second prescription of Hydrocodone/Ibuprofen which I only used a few of the 16 tablets prescribed."
1258,provigil,10,Considerably Effective,No Side Effects,fatigue from rheumatoid arthiritis,"I was able to function until later in the day, without needing a nap","none, but since it is a brand name drug, my copay is $50",I was diagnosed with RA in April 07 after 2 years of different doctors.  The fatigue was overwhelming.  The Provigil is helping.
3413,aricept,7,Considerably Effective,No Side Effects,dementia (altzheimer's diesease),Mum is notably brighter and more responsive whilst taking Aricept.  On mornings when tablets are forgotten (or inadvertantly dropped) she is much less alert and therefore alot more challenging to care for (less likely to be able to perform tasks she usually can perform herself),No side affects where apparent - however due to communication difficulties this is hard to assess,Onset of signs approx 15 years ago.  Diagnosed approx 12 years ago and taking aricept for approx 11 years.  Dose has been gradually increased and at times medication has been stopped because we've been unsure it's still helping - but we notice the difference without them
470,remicade,2,Moderately Effective,Severe Side Effects,crohns disease  & colitis,Helped my abdominal pain and bowels. A little more energy after the first infussion but not much after the rest.  Helped with fistulas.,"After 2nd and 3rd infussion: Itchy scalp and bumps like a pimples in scalp soon turned into lessions(dried patches/scabs). Itchy rash/bumps on chest. Night sweats, warm to touch but no tempature.  Waited to get 4th infussion Doctor said not related to Remicade (not true)  Recieved 4th infussion 7-9 weeks later discontinued remicade.

Developed full body rash,hives,pustular psoriosis looking rash on palms and soles. (Very itchy) In between fingers and toes.  
Different looking rash on shins and legs. Really red and itchy after showers.  
Genital bumps/dryness, cracks in vaginal area and buttocks.  
Major hair loss on top of scalp and throughout scalp. 
Ear problems, ringing, crusty scabs and drainage with an odor.  
Swollen lymphnodes behind ears and groin.
Swollen ankles and feet.  Joint pain. Heart palpitations
Tiredness,anxiety,depression and mood swings.
All of these symptoms have been in a cycle rash looks like its going away and comes back before it's gone.  Hair is still falling.  This is all during a 2 month period.",First two times had the IV steriod for an hour or so. Last two times took benadryl before.  Recieved Remicade IV for 2hrs.  Always slept after.  Nurse would check on me during treatment everything was normal.
804,ambien,10,Highly Effective,Mild Side Effects,difficulty sleeping,"Most nights I am able to fall asleep within about 20 minutes, sleep through the night, and wake feeling refreshed.  I do not feel any residual tiredness or sluggishness during the day.","If I take 10mg I occasionally experience a mild headache the next day, so I usually take about 7.5mg.  Other than that, no side effects except that I have said and done things that I don't remember.  This is not a problem is I just go to bed after taking it.","I take about 3/4 of a 10mg tablet about 20 to 30 minutes before I go to bed.  It is best if I then just go to bed, but I often stay up until it ""kicks in."""
281,xyrem,3,Considerably Effective,Extremely Severe Side Effects,"trouble sleeping at night, tired during day",The patient did wake up more refreshed in the morning and didn't have to take the usual hour - 2 hour naps after work.  They didn't feel tired during the day anymore,"The treatment had very severe side effects : Extreme confusion - getting lost on the way home from work, mixing days up, not remembering how to do easy tasks like checking email. Emotional Changes - she would say ""I think I am crazy"" and cry.",Everything noteworthy has been described above.
936,levaquin,1,Ineffective,Severe Side Effects,cellulitis (skin infection on my leg),,Severe dizziness and nausea,I went to Dr because it looked like a wound on my leg from a scrap was getting infected.  He prescribed Levaquin for 10 days.  I only took one tablet and within 2 hours I felt very lightheaded and nauseaus.  I actually had to lay down and have someone call the doctor for me.  They told me to quit taking it and put me on Cefadroxil (generic for Duricef) instead.  I tolerated that fine.  Levaquin is a very expensive antibiotic and now I'm stuck with the cost of that.  They should just give it out in 1-2 tablet doses first to see if you can tolerate it before you get a full 10 day supply.
736,flonase,8,Considerably Effective,No Side Effects,plugged up nose related to seasonal allergies,cleared up nose,none,
